x1,x2,x3,x4,omega1,omega2,omega3,omega4,omega5,omega6,omega7,omega8,omega9,omega10,omega11,omega12,h
27.3997,6.67742,27.4609,15.5108,4,4,6,16,18,2,0,2,18,14,10,12,3440.18
18.6978,33.8702,35.9231,39.7976,16,10,12,10,6,2,8,0,8,16,6,10,427.291
12.5939,46.0195,48.9563,27.9435,18,2,6,0,8,8,18,18,2,18,2,14,562.652
27.9895,19.3454,58.4028,35.2593,8,14,16,6,2,12,14,14,4,2,18,0,465.401
1.67089,2.70903,50.7271,30.8212,14,2,10,4,0,12,16,6,6,6,0,10,649.175
50.3125,21.5637,20.4765,48.7484,10,2,4,18,2,12,4,8,2,2,0,16,306.975
49.9506,0.0798294,21.6925,25.5583,4,4,16,12,2,8,2,12,18,2,4,14,712.151
51.0574,2.45389,22.5559,17.768,6,8,4,4,2,12,0,4,0,0,6,12,299.126
13.7088,2.99877,0.345734,50.7533,2,18,0,8,0,16,4,10,10,10,8,4,2742.86
52.484,37.8781,16.8353,51.017,16,8,0,16,18,8,14,10,18,0,2,8,503.593
58.7988,30.8792,46.5401,39.253,14,10,6,2,12,4,16,0,18,12,6,6,376.161
21.4492,16.9206,43.7624,34.6794,8,8,14,4,16,16,10,14,18,18,12,4,3111.72
41.0141,44.6073,14.2812,24.3958,4,18,0,12,6,14,0,18,10,4,10,2,511.486
32.4097,30.2186,44.6478,35.1265,12,10,12,16,12,16,8,18,12,6,14,16,1598.07
51.1978,21.058,41.7096,33.0903,10,14,10,12,16,8,0,12,8,14,0,0,467.675
31.6775,23.0484,14.3949,14.4517,2,6,0,16,14,14,10,0,10,0,4,16,1295.97
50.8152,10.7516,42.662,19.7932,2,6,16,4,6,16,16,4,14,18,12,8,678.518
10.4153,29.9902,45.8672,9.76075,6,16,14,0,10,4,18,8,10,18,18,10,4230.16
4.88602,39.3764,59.4815,45.4094,2,4,2,6,10,14,6,14,14,2,0,0,318.983
30.9168,18.0173,56.1811,15.1354,18,12,16,2,14,8,14,6,0,0,18,14,904.267
1.96796,15.5822,49.3003,50.3753,12,18,12,14,12,16,2,12,6,18,10,12,3469.65
13.6856,34.5355,58.5544,4.57718,18,2,16,18,4,16,16,12,18,8,0,6,2788.05
48.0417,17.3925,55.977,6.17696,2,2,8,0,0,8,4,6,2,8,4,2,228.303
21.9033,29.2971,36.8586,42.4169,4,0,10,10,6,2,8,14,10,18,6,12,360.156
43.8751,8.63242,5.08886,28.4104,12,6,18,10,6,4,16,14,0,4,0,8,1799.04
43.5536,5.78167,32.6063,33.8737,4,6,10,10,14,16,2,16,10,4,8,2,668.452
31.0948,9.5134,51.6641,58.9176,10,14,8,6,16,0,4,16,8,16,12,18,669.887
4.18503,17.8372,29.6485,1.80537,16,14,16,14,12,16,0,8,16,6,16,12,9881.18
11.2569,13.9156,59.1746,47.403,14,0,0,10,10,8,8,8,14,14,0,16,476.839
54.8361,29.7561,10.6086,38.6192,6,2,10,4,0,16,18,16,8,8,4,0,580.647
20.9606,24.5015,17.4511,19.8775,16,14,0,12,10,18,16,10,10,16,2,18,6432
32.1824,49.0915,21.1785,26.5192,0,18,0,12,12,6,12,10,18,2,8,8,478.789
42.4603,50.2266,18.3654,26.6366,8,4,14,18,8,4,0,4,14,2,14,2,376.758
31.0326,44.3052,37.9342,0.604811,6,0,18,16,4,14,4,16,0,14,12,8,647.163
36.4332,32.8994,40.2672,30.3499,8,10,16,12,18,4,4,10,6,0,6,6,473.031
58.424,32.091,14.2533,35.5926,10,16,8,18,16,2,12,12,18,10,16,0,726.82
47.086,33.6871,19.4049,38.2916,0,14,6,8,12,4,0,10,8,10,0,2,307.146
32.0429,44.5641,8.52133,58.0415,2,4,4,6,10,16,2,10,16,8,18,16,581.747
13.8533,32.8822,50.4279,41.9959,6,12,6,14,0,10,0,18,6,8,4,2,358.816
57.3395,44.6351,2.73121,3.42791,14,2,12,4,10,16,16,0,12,4,14,2,866.777
16.7523,35.3888,59.2225,12.6796,4,16,6,2,16,14,2,6,2,8,12,12,616.575
54.0158,43.8707,54.8794,37.6962,14,16,18,10,10,12,16,18,12,2,8,2,543.25
22.4852,29.0297,42.1769,27.5168,6,2,6,10,12,12,16,6,12,8,0,10,360.156
1.83828,55.9161,1.73512,2.22488,18,4,18,4,2,10,4,6,14,4,10,18,5742.24
25.4932,5.00576,11.8318,16.9415,4,0,18,4,8,2,14,12,14,0,4,14,3898.47
29.3469,33.2905,14.1102,30.8474,10,12,18,16,18,14,10,12,6,8,0,4,2637.35
54.0268,49.057,40.9764,9.93317,16,14,6,6,12,4,0,16,2,0,4,18,413.198
3.70788,38.3718,35.4273,47.2985,8,8,18,4,10,12,0,16,14,6,0,16,658.316
29.9016,56.6597,19.4642,14.0048,0,14,8,8,14,6,18,18,16,8,18,14,3017.5
4.01646,4.60574,8.68648,13.7364,18,16,18,14,16,8,2,18,2,8,18,14,12708.8
35.7554,41.0824,51.394,19.5942,16,6,4,0,8,14,16,10,14,0,14,2,444.653
50.7794,9.56485,16.4354,48.9419,12,16,6,4,10,6,14,4,16,14,10,14,635.189
44.0262,27.6317,5.53635,49.5036,8,16,4,14,16,16,18,8,0,0,14,14,1015.17
10.8806,50.9435,7.2302,17.9607,14,0,2,12,16,18,0,16,0,4,10,10,2031.44
15.0934,54.6569,18.3938,24.8656,0,8,10,12,12,14,16,16,8,10,2,12,1288.69
14.3148,48.9608,43.4959,56.3349,4,0,14,8,6,10,10,16,6,12,10,4,381.172
55.5162,1.59514,49.5305,18.5353,6,8,18,2,16,6,16,14,18,8,10,16,2029.95
17.6718,10.4791,21.7918,14.4782,0,18,16,18,16,10,12,10,16,0,18,12,8783.22
57.8456,31.5188,56.2293,46.6837,10,16,0,4,12,14,4,12,2,14,12,8,428.198
45.8542,31.7126,14.118,41.7228,16,10,16,14,12,0,16,10,6,12,0,0,467.027
21.305,53.7644,18.3014,31.5475,4,10,18,16,18,16,14,16,14,8,12,0,2751.83
5.2568,31.0148,45.4383,0.741605,18,12,6,2,2,18,6,10,18,8,2,6,3161.73
29.4032,19.8043,30.5628,8.24465,14,2,4,12,18,8,0,2,10,4,14,16,2102.91
37.4906,44.6869,32.3805,18.3248,8,10,12,18,0,14,14,4,6,4,10,18,443.46
18.1613,16.7198,29.0985,58.5033,0,8,0,12,14,14,10,18,2,16,10,18,665.255
18.4068,3.69278,24.6369,11.9361,14,4,18,18,0,10,8,2,6,10,4,16,5528.01
8.02964,14.1896,44.6302,40.2641,8,2,4,10,4,12,18,2,12,6,18,2,389.65
9.6476,27.2269,42.0756,4.47053,12,6,12,16,18,18,18,8,8,4,10,2,5343.15
25.4365,10.5993,2.15069,26.6889,4,0,2,18,18,12,4,12,16,18,4,8,5646.75
33.8321,56.9298,59.2393,55.4403,0,2,6,12,4,12,10,6,16,8,12,12,395.182
38.0944,52.114,0.29243,54.8694,14,12,18,10,12,14,18,0,14,8,2,4,729.947
5.75765,48.7915,18.0802,34.7136,16,8,12,8,12,4,18,2,16,10,18,2,2419.35
7.54794,18.2387,57.9131,26.0645,16,18,10,0,14,14,6,14,6,2,16,8,2167.96
54.243,21.2703,9.53095,46.6007,0,18,18,2,12,0,12,0,0,4,4,4,382.394
45.6146,24.8325,59.029,0.764431,12,12,0,18,4,10,4,10,2,18,18,0,645.256
42.8008,13.5474,51.7972,14.9918,2,10,8,16,14,14,16,8,8,6,2,4,529.858
51.564,56.555,0.202312,40.2519,8,16,10,0,16,14,16,18,18,2,8,18,976.698
12.329,33.2846,34.5086,25.7096,4,4,18,0,18,16,4,2,4,12,4,6,409.216
18.8054,41.9225,12.0319,19.5822,12,16,14,12,2,4,10,18,14,4,12,18,4973.46
38.4843,5.99562,28.3997,13.9619,6,14,4,18,8,10,2,10,6,10,12,8,2603.27
21.1925,22.1644,37.8889,19.1637,18,18,6,8,16,8,6,2,10,8,4,10,1932.85
55.6445,57.4027,26.7793,18.9731,0,12,6,0,4,0,8,14,14,6,12,18,477.721
5.41885,54.5345,0.747734,27.1708,12,4,16,6,18,8,16,8,12,16,4,0,3718.02
31.0604,32.9186,3.4754,31.1097,0,12,0,12,2,6,14,16,12,14,14,16,2561.9
1.74339,21.0733,58.5584,10.206,6,14,6,2,2,6,16,8,2,2,2,12,558.993
35.9318,5.27934,49.9183,56.4521,16,10,6,10,16,8,6,16,16,14,16,16,1009.49
45.7521,55.6533,24.7402,8.24053,2,4,6,6,12,8,4,0,0,18,0,14,378.559
18.6151,24.7245,45.1862,25.1077,6,2,18,2,4,10,10,18,4,4,0,14,397.866
50.7398,3.672,35.2377,39.9683,0,12,6,18,14,12,4,10,18,4,18,8,814.604
15.3486,23.5104,38.9114,43.6706,14,2,4,18,0,16,18,16,10,6,10,4,462.445
12.1426,19.8948,52.6189,26.3149,16,8,6,18,12,12,10,12,12,12,8,8,2861.9
46.1431,27.1043,22.0281,25.7208,4,14,10,2,14,4,8,6,4,18,12,10,454.109
18.014,1.34983,6.65314,39.3522,16,2,18,6,2,12,8,12,16,14,16,6,6749.3
17.2157,23.5614,57.1906,3.09962,4,10,14,8,10,6,6,6,14,0,14,10,826.896
45.5574,23.379,50.0927,48.3676,4,12,4,16,8,4,4,10,18,8,2,14,428.234
34.638,40.8583,5.32543,44.4645,10,14,18,12,6,8,16,18,2,0,18,6,1004.07
17.2727,21.6875,1.52093,2.33763,4,10,14,6,14,14,0,18,2,10,10,0,6372.54
26.386,10.196,3.60361,25.8969,16,4,2,14,8,0,18,10,14,10,6,14,5368.9
12.8108,31.211,43.9942,29.8047,2,14,6,14,6,8,16,6,6,14,2,14,471.837
1.13283,19.4067,7.75268,39.2306,14,12,10,4,8,18,0,14,6,0,8,16,4844.42
52.3353,0.147112,12.5139,21.6757,2,8,12,16,8,8,18,10,18,12,16,10,5824.34
9.9972,22.9966,44.2981,38.2241,14,0,8,10,6,12,12,6,4,8,10,4,384.364
52.4699,41.1636,36.4642,13.7872,4,14,6,0,10,16,18,18,4,10,14,2,598.197
13.8792,47.6842,9.04751,21.5,0,14,16,2,14,12,18,2,4,6,12,10,2316.16
22.4684,46.6629,3.47228,38.6579,10,8,6,8,8,10,16,12,18,6,4,2,647.062
21.533,44.4029,59.6446,27.3029,14,6,10,12,12,8,6,14,18,6,16,12,657.119
18.6392,9.69265,4.38819,12.2357,18,8,2,16,0,6,10,16,8,6,14,2,6459.57
49.3257,57.6707,30.6469,42.4059,8,12,18,4,6,10,6,0,2,10,18,14,442.208
36.4459,6.96172,5.55655,28.8715,10,8,14,18,8,0,16,8,18,12,0,16,5471.22
30.886,40.7777,30.5776,18.091,6,10,10,12,0,4,18,14,8,18,14,18,1787.47
5.79257,35.7471,21.2544,43.0712,10,14,10,10,12,6,2,6,18,14,14,4,1954.18
28.2935,29.4032,20.1701,58.639,18,18,4,12,14,4,10,6,8,14,6,18,638.782
37.8209,15.6776,34.2091,32.1937,14,14,12,4,10,16,18,16,18,18,10,8,4419.04
5.38367,3.29766,43.7727,27.5899,18,2,12,0,8,10,18,0,10,10,16,14,4293.22
53.7151,29.618,30.1566,22.506,6,8,2,4,18,12,18,16,0,2,0,18,483.924
20.5938,39.6293,49.8419,33.1005,4,12,6,6,8,18,12,4,8,16,2,0,347.151
23.6692,9.00812,19.4075,21.6532,18,6,12,2,16,2,14,14,2,4,4,10,3463.92
57.4384,26.6146,11.2545,34.358,8,10,8,10,8,0,2,8,6,8,6,0,272.12
52.2942,29.0307,58.1789,52.3092,4,10,12,16,6,4,8,16,8,12,14,18,521.787
50.5665,31.5254,47.1888,22.0904,12,14,0,14,4,4,12,16,6,8,6,0,319.13
25.6697,30.3617,48.4717,43.8355,16,14,10,8,18,12,10,16,10,10,4,4,585.613
42.3242,43.1798,22.3625,6.33561,0,18,6,0,10,8,16,18,8,10,16,2,842.462
34.9015,30.1892,29.1714,24.5428,14,8,0,6,6,6,2,6,4,18,0,12,270.109
10.9986,53.9922,7.23579,51.8527,16,6,18,8,0,0,2,18,18,4,16,10,717.835
52.5547,27.4771,48.0492,23.4885,16,4,12,6,2,4,10,16,8,18,8,10,440.768
53.7335,38.7256,41.9143,53.4056,10,4,12,18,2,6,8,4,14,16,6,8,358.146
19.3317,7.51204,14.7871,7.28138,14,10,12,0,12,4,10,14,18,18,10,14,9242.02
38.2973,43.2119,21.703,21.499,12,0,6,8,18,16,8,12,8,6,12,4,526.132
9.38816,46.7405,47.7522,11.4968,4,16,18,16,12,2,14,10,2,12,12,10,1943.01
48.8672,30.4286,33.3769,25.2774,8,4,2,18,10,12,10,2,10,8,10,16,407.983
27.4756,22.1584,55.4392,27.4248,12,18,4,12,0,8,0,16,18,16,14,2,582.488
5.73406,12.3679,26.5739,47.2522,2,0,8,6,8,16,18,18,6,4,4,4,815.21
34.4451,38.2916,7.07571,1.49776,2,2,2,14,14,4,18,6,8,0,16,16,2583.87
30.4774,13.4993,22.7433,46.1581,10,2,0,0,10,14,14,16,6,10,12,16,535.185
34.7259,17.7829,17.5866,17.327,12,0,10,4,10,2,8,0,8,14,2,16,353.044
30.5552,1.29687,16.5564,43.5686,10,2,14,10,10,6,16,8,14,12,8,18,4125.23
19.8005,26.3173,55.5878,4.68669,4,10,2,10,0,16,10,10,8,2,6,16,496.034
20.5518,54.4705,5.14586,26.4407,16,12,4,12,10,8,2,16,14,16,0,6,1538.55
54.9637,14.466,9.90455,25.8223,8,2,10,10,0,2,12,0,10,0,4,12,310.822
44.4275,52.1533,0.532924,16.8457,4,2,6,4,0,0,8,4,16,8,8,16,540.741
3.82087,17.3954,44.6934,21.5546,14,6,8,14,2,10,4,4,6,14,6,2,847.86
41.3353,42.3086,20.1607,20.8547,14,4,18,4,18,4,8,10,10,6,18,6,553.235
3.32939,37.0382,0.491338,37.9211,14,16,10,2,0,8,10,8,16,8,8,16,4324.48
2.28531,9.16249,33.9738,37.7658,6,12,18,12,18,10,18,10,4,8,10,16,6505.91
42.7033,54.7203,3.62027,5.95003,16,10,2,6,8,2,10,6,6,0,18,2,560.226
36.322,23.8671,34.3283,56.1369,14,14,14,14,18,6,10,10,18,16,16,10,1627.94
40.5072,44.5739,53.6222,28.1897,16,2,8,16,8,12,2,10,6,16,16,16,507.762
51.6369,22.1227,55.4137,18.7752,8,16,10,16,10,4,10,10,2,12,2,8,439.364
34.0062,42.8934,9.36093,9.17825,4,6,18,6,8,18,10,8,14,4,6,8,2089.29
21.6826,39.2314,21.418,32.031,18,0,6,4,12,10,14,2,0,10,14,6,349.061
30.4832,50.5197,24.0878,23.0952,8,0,6,6,16,0,18,16,0,0,6,16,391.157
56.1426,28.2376,48.9217,47.7832,6,0,14,2,16,10,6,6,0,8,2,10,339.473
14.774,26.0781,55.147,36.259,16,18,16,0,0,18,12,4,18,4,6,6,662.295
40.1906,2.69133,53.2191,33.8501,14,0,2,16,14,12,4,6,6,8,18,16,657.304
44.3102,2.07631,36.5189,33.4389,18,4,14,8,10,16,18,6,18,4,10,8,2337.45
52.648,34.4103,54.3197,51.3679,16,14,16,10,12,18,10,2,14,16,2,2,493.781
59.4355,52.6335,31.326,55.3428,0,14,6,12,8,0,6,12,0,12,16,16,405.187
48.4971,51.5286,0.954857,28.2796,8,14,16,14,8,12,16,6,10,8,6,4,768.271
39.6178,36.5318,10.7794,29.297,10,16,10,8,8,14,0,6,12,4,16,6,524.956
38.9848,17.0047,17.6855,0.89975,10,10,10,6,0,18,6,2,4,14,8,2,1987.64
56.986,44.3035,8.46372,49.802,0,8,18,18,16,14,16,14,10,8,2,12,845.163
24.508,5.63339,0.415453,22.5218,6,2,16,18,8,8,6,2,2,0,16,10,4516.09
8.92395,44.8847,57.0076,46.0677,14,18,8,16,4,18,0,2,4,4,2,0,473.076
1.28956,13.6062,19.1167,53.6871,6,2,12,18,2,18,0,12,18,12,8,8,3352.31
34.0021,33.2628,28.1828,29.0751,12,4,14,8,8,0,14,10,16,10,16,10,515.484
21.4385,16.8532,51.2711,53.6595,8,6,12,6,4,2,12,14,18,6,4,18,511.324
15.4999,47.2313,16.1065,41.4546,18,8,4,14,16,14,18,2,12,16,6,12,2529.7
47.5962,29.4801,51.5586,25.064,2,2,12,0,12,2,14,16,18,18,2,10,477.311
24.2191,10.1389,4.09888,9.86981,16,6,2,10,0,2,6,2,6,10,14,10,3840.44
11.9544,38.3964,27.5016,40.1813,12,12,8,18,6,6,12,6,6,0,8,0,404.994
54.0485,52.4272,43.6806,39.2132,8,16,14,10,0,4,12,14,18,18,4,18,515.642
32.7962,46.2792,34.207,57.2107,4,4,2,2,16,0,6,16,8,10,8,6,333.156
32.1983,16.2044,7.4725,10.381,12,0,2,18,8,16,16,16,16,8,8,10,6881.15
35.9008,24.7442,16.383,9.11865,16,14,10,6,14,0,6,2,18,18,8,14,4490.91
23.4193,8.23557,55.142,12.2742,4,0,10,0,6,12,12,6,6,0,12,2,352.664
26.8725,25.8857,0.444446,29.8096,4,0,10,8,16,12,6,4,10,0,6,14,1253.36
48.0412,9.24432,29.3551,50.3639,2,6,0,0,4,6,6,6,14,6,2,18,301.146
0.438047,42.2504,2.12297,40.7145,14,8,2,2,12,18,12,4,10,0,8,0,1150.16
4.25201,3.57166,28.8343,58.8388,16,2,0,12,6,10,10,0,4,16,18,12,1604.06
17.2679,1.98108,55.9636,20.8306,14,14,6,0,8,4,18,4,6,2,2,18,692.454
39.5191,56.6777,22.6579,50.5483,18,16,4,8,12,0,2,4,10,6,2,4,311.135
28.8273,0.689549,9.24862,41.6242,8,2,2,8,0,18,8,4,14,8,16,16,2802.12
42.935,48.3837,5.61765,35.8045,12,2,2,10,4,16,18,0,8,18,14,16,628.706
32.3914,21.42,6.00199,15.525,8,16,2,10,12,8,12,8,16,14,10,12,5752.38
25.0235,30.153,20.6888,16.1593,16,8,6,0,8,0,2,10,14,8,6,10,472.907
48.628,30.4888,25.9984,35.1188,8,6,4,0,16,16,12,12,8,10,4,2,445.919
47.1028,17.2152,15.6866,3.86821,6,6,0,0,10,6,16,12,14,8,2,10,1272.52
9.26288,41.2229,12.8687,44.1778,10,12,2,6,18,18,8,8,4,6,2,6,639.878
15.6525,30.9705,20.6561,6.53174,18,12,10,16,8,18,4,4,14,18,14,18,8593.18
30.2044,44.9599,0.918925,24.3646,12,14,2,14,12,18,18,12,18,6,12,12,5604.06
32.441,15.4406,10.9029,4.26318,18,4,14,0,16,2,4,4,2,0,10,10,2444.23
9.78836,52.9959,1.44353,21.3532,2,10,14,10,18,6,16,2,8,10,10,4,2906.79
53.3382,54.487,43.7353,59.7473,6,6,2,2,14,4,0,12,0,4,10,16,338.166
9.22474,0.269999,37.879,32.4602,4,18,16,12,4,16,10,4,4,12,18,4,4738.15
41.393,51.7454,45.5332,36.0164,12,14,14,10,16,0,14,16,0,10,14,16,521.867
37.4714,22.368,39.5749,35.4171,16,2,10,2,18,8,4,16,14,18,8,10,543.214
44.309,41.8307,29.307,23.3673,18,12,10,8,8,2,0,0,6,6,8,2,288.125
22.9998,38.3376,0.343692,16.4259,10,0,12,6,0,16,2,16,10,12,10,2,2336.17
35.0585,28.7314,8.22332,29.2805,2,4,16,8,12,8,6,12,18,4,14,4,1297.59
32.7087,14.4782,34.4743,48.9284,18,2,18,2,4,16,2,10,6,16,10,18,565.436
52.4443,31.2508,52.1316,56.04,12,8,2,0,12,0,10,14,10,0,16,16,423.203
3.05504,46.0997,17.5173,53.6954,14,12,16,16,2,16,0,10,2,6,2,4,607.601
18.0471,17.283,15.0812,29.1095,18,16,16,6,8,2,18,14,14,14,16,6,7392.17
31.1469,45.9514,45.0692,37.381,0,16,2,0,0,18,18,4,0,14,6,2,288.125
38.0577,36.1119,33.0329,3.14322,0,14,18,16,0,18,8,14,8,10,18,10,2986.84
36.9025,0.648842,45.0829,28.6296,8,12,0,16,14,2,6,12,16,14,18,14,2701.25
52.6534,6.28877,35.3374,35.6083,12,0,18,4,14,6,8,6,10,8,12,6,537.08
7.82519,57.9428,44.9528,1.71643,8,18,18,6,2,2,6,12,0,6,4,2,525.281
28.6038,24.693,55.36,15.1719,16,0,16,16,12,12,12,2,6,16,4,12,633.761
27.4244,2.45767,26.1172,51.3914,18,16,14,16,12,6,16,0,4,6,10,18,3601.39
38.1008,40.7429,46.3766,50.9567,10,8,14,0,16,16,14,14,4,2,8,16,519.25
10.2831,28.2815,7.82711,30.2679,16,0,14,6,0,10,6,0,0,10,10,10,894.361
9.63105,49.0473,58.7184,59.5711,10,6,6,12,10,6,6,0,0,12,18,16,469.89
5.32858,37.4296,38.7438,46.8083,16,16,2,14,16,14,0,16,10,14,14,18,2902.88
58.1733,19.2174,6.25985,29.2645,14,4,10,0,10,2,0,10,10,4,14,8,414.89
54.0811,1.78055,45.6593,56.464,8,16,18,18,14,6,2,8,4,2,2,0,712.534
37.1809,59.9589,30.0664,6.28624,8,6,8,10,0,6,2,2,14,16,10,16,609.243
29.5626,59.4565,46.0467,26.3946,16,4,14,4,12,0,14,8,10,8,2,18,439.78
7.18818,31.8115,56.3435,45.7941,10,0,14,2,0,2,4,16,10,10,18,14,529.534
41.4258,3.08044,52.8799,32.5348,12,16,14,16,6,2,2,18,4,18,6,4,680.322
1.94509,51.0719,4.61506,45.3353,10,12,18,2,18,4,6,10,18,16,8,14,3935.71
10.2171,58.1809,25.8961,55.314,2,12,6,2,2,2,10,14,12,18,4,2,343.679
22.1322,35.5685,19.6721,29.5791,6,0,18,6,2,8,10,4,8,12,16,12,439.06
12.2057,1.35901,40.8578,57.3303,10,8,2,8,4,0,18,2,6,14,10,0,415.652
23.5725,3.00477,41.158,2.15614,2,4,10,16,6,14,8,6,16,12,0,10,3887.97
17.1511,19.0384,59.1665,32.1234,18,14,4,0,14,10,8,2,0,18,18,10,728.199
12.4484,0.0481821,29.7968,34.4005,6,12,4,18,2,18,4,14,8,4,2,8,2844.08
51.4165,37.9144,28.1153,33.6367,2,8,14,4,12,10,0,10,4,2,16,14,452.229
49.427,19.8257,29.9903,47.4727,4,14,12,18,2,6,0,6,18,10,18,12,541.043
13.7724,52.0058,42.0741,39.0661,16,10,6,12,18,6,14,16,8,18,0,2,498.124
4.36569,54.1319,15.3231,15.7882,0,16,2,4,4,8,12,14,18,8,14,4,2220.55
9.16258,35.514,4.40251,13.0229,10,6,2,12,16,0,18,14,0,2,12,0,3326.85
19.7183,25.8191,20.9531,18.3173,18,12,10,14,16,12,2,4,14,10,10,0,4188.24
24.4413,25.0775,37.1532,14.418,18,0,6,16,2,0,16,10,12,6,8,8,465.392
34.9368,22.9437,53.9544,31.1079,14,10,16,0,18,8,4,12,16,16,4,8,580.427
47.8055,6.58139,33.3868,12.4195,16,8,10,18,6,4,18,8,4,8,4,4,1255.24
59.1482,23.8056,21.0842,1.59302,18,10,4,14,18,6,14,4,12,16,14,6,3657.07
28.4024,58.9136,41.3249,46.8717,4,4,2,8,18,18,12,16,4,0,16,4,466.495
14.5134,26.1891,0.231565,51.9068,10,12,2,18,18,2,16,18,8,6,16,0,3892.32
22.684,9.2366,19.564,11.3622,18,14,18,0,6,14,0,16,6,4,14,4,5608.57
22.3056,9.59014,21.5443,55.3801,14,18,16,10,12,14,4,18,14,18,0,8,4392.69
7.45692,48.4772,15.629,55.8871,16,2,2,14,18,12,10,8,8,10,18,12,922.943
20.7972,38.2081,42.9626,32.6333,16,16,18,8,12,12,2,4,2,16,8,16,736.258
6.52655,11.8074,27.4677,10.1203,2,4,2,0,16,18,2,14,2,10,14,12,4439.01
13.3758,47.123,56.1483,4.80104,16,16,18,8,0,4,16,16,2,0,14,14,1086.79
41.6828,2.46756,12.2934,34.8317,16,4,4,12,18,2,14,6,0,10,4,10,1504.33
41.5131,30.79,47.2878,5.46682,18,0,18,10,0,4,16,16,6,14,4,4,489.707
25.032,52.5505,15.4982,17.6424,6,4,0,2,14,6,14,2,12,0,16,10,458.331
41.1716,51.6494,51.2633,41.8497,18,4,2,18,16,14,14,18,16,0,18,0,515.229
0.311728,19.2047,32.5784,44.6039,14,0,0,0,16,10,4,6,0,6,4,18,543.34
23.8903,4.52996,55.1017,54.7334,4,18,6,8,6,14,18,2,2,16,12,2,507.759
46.0231,49.8089,18.9691,34.06,14,0,0,8,12,18,4,4,8,12,14,16,447.689
38.4467,33.0548,11.2745,10.5248,14,12,0,12,0,2,12,16,16,18,4,10,2881.85
31.6149,51.9869,23.5532,38.9184,2,2,8,18,18,14,10,18,0,0,2,10,485.213
40.2888,33.1895,55.8072,31.7725,12,4,8,12,10,16,2,0,14,14,2,14,400.177
9.66856,19.5717,22.2361,42.3089,0,14,10,18,18,8,0,4,12,6,6,10,1837.73
4.67445,23.5233,16.1875,23.6373,8,0,6,4,4,16,18,8,2,18,18,14,5251.23
57.2624,8.44422,22.0886,23.8224,4,4,6,12,4,0,14,0,8,2,16,0,332.26
7.65841,14.8139,37.7854,18.3983,0,14,14,10,14,2,14,16,8,18,0,2,3772.69
18.956,53.7358,17.113,38.9806,12,8,8,4,2,4,12,12,10,4,2,2,348.56
5.68782,15.216,14.703,33.4667,2,10,4,2,16,8,8,16,4,4,12,14,3595.29
10.1951,48.2182,43.6514,29.4469,10,16,14,12,2,4,6,16,12,0,10,12,611.753
25.383,11.689,16.4023,33.3276,10,14,16,18,2,6,0,4,12,8,0,10,1843.46
40.0123,7.15961,31.591,9.73952,12,0,16,4,2,4,8,2,0,10,0,4,258.481
27.4855,8.35287,46.678,17.5627,4,16,14,0,8,18,4,14,12,8,0,18,2163.72
35.2796,23.7686,59.0977,15.2791,12,18,8,6,4,6,8,18,2,10,0,6,367.287
42.2574,0.102667,45.5172,7.53331,18,16,12,8,16,12,10,12,8,10,4,12,4838.15
3.29411,44.1855,6.22455,36.0653,4,12,16,0,4,14,18,16,0,0,12,18,3125.61
43.038,40.36,31.2875,9.16679,8,2,12,4,14,6,18,18,6,10,18,18,1679.67
18.1464,7.23124,35.3803,37.3786,14,18,0,16,2,2,2,12,8,4,2,0,537.612
7.42571,3.89613,22.3187,50.8263,6,10,2,2,18,0,0,16,18,8,2,14,1742.25
4.65243,13.4048,53.7101,6.11223,4,4,10,16,4,0,4,4,2,6,2,12,620.038
8.8853,55.269,45.4709,9.93108,2,0,10,12,16,8,18,12,4,0,12,4,404.5
32.4801,12.5509,43.0254,8.05632,16,14,8,16,16,8,6,6,0,12,12,0,2341.6
39.503,26.7013,29.3179,25.8112,14,18,10,8,18,8,4,2,4,14,0,16,520.374
28.6801,46.0353,14.6186,55.0238,2,16,4,2,18,14,8,16,4,8,4,2,521.636
57.5295,58.1521,22.0936,46.4951,0,6,12,14,4,18,4,16,8,16,18,18,620.265
45.3079,29.3111,31.6196,10.956,0,12,16,8,16,12,18,0,14,14,6,10,1523.24
7.63375,20.3837,49.3975,4.43575,18,0,8,2,12,2,10,8,10,2,10,6,1221.49
52.8363,20.1318,14.5967,47.0212,10,2,16,18,8,10,8,10,2,18,8,10,626.289
27.1605,6.09529,23.4608,45.2674,8,16,4,4,2,0,16,2,8,10,4,4,285.948
0.53317,20.9856,24.3033,45.4844,2,0,16,10,2,16,10,2,12,12,10,14,1930.37
34.9076,12.7328,39.3638,27.2679,18,12,10,6,0,18,10,14,10,18,16,12,3511.03
52.4358,7.9902,11.3349,6.40193,2,14,8,12,2,6,18,0,18,14,6,0,2832.63
35.1741,50.5851,43.2965,3.88651,4,8,12,6,6,6,18,6,0,10,16,2,477.62
9.63836,51.9774,43.8028,53.2636,12,16,10,14,18,12,18,0,10,4,18,14,745.98
11.0173,8.18917,55.3863,37.7813,0,16,12,8,2,0,10,6,10,16,4,8,579.965
44.7344,50.3813,38.971,25.1987,2,4,0,16,16,14,10,12,8,0,12,12,432.203
50.5028,40.8621,9.43372,32.5792,10,14,12,12,6,14,0,16,4,10,4,4,507.413
58.633,5.47515,40.8937,0.64431,18,6,2,2,6,14,18,0,10,6,12,16,982.588
